state,county,fips,year,project_start,project_id,route,mileage,lanes,project_duration_days,eng_estimate_mils,win_bid_mils,cost_mils,num_bidders,bidders_list,all_routes,cost_overrun_pct,Project Num,bidders_count
Ohio,Franklin,39049,2018,2018-05-10 00:00:00,76420,670 / 315 / 25568,NA,4.0,143.0,2.326,2.89154562,3.0786158,3.0,"Shelly & Sands, Shelly, Kokosing Construction","['315', '670', '315', '315', '670', '315', '315', '25568', '315', '315']",6.469556582683265,180285,3
Ohio,Jackson,39079,2018,2018-05-10 00:00:00,92011,35,7.94,4.0,204.0,2.923,2.42664165,2.769564,3.0,"Shelly & Sands, Shelly, Nuko Paving","['35', '35', '35', '35', '35', '35', '35', '35', '35', '35', '35', '35', '35', '35']",14.13156120517423,180289,3
Ohio,Lorain,39093,2018,2018-05-10 00:00:00,92888,10 / 47076 / 83,NA,4.0,113.0,0.585,0.4941751,0.45972212,6.0,"Chagrin Valley Paving, Karvo Companies, Barbicas Construction, Shelly, Ronyak Paving, Roads Asphalt Recycling","['83', '10', '10', '10', '47076']",-6.971816265125453,180291,6
Ohio,Marion,39101,2018,2018-05-10 00:00:00,91516,95,2.44,4.0,174.0,1.284,1.16629501,1.46880831,2.0,"Kokosing Construction, Shelly & Sands","['95', '95', '95']",25.937974303774137,180292,2
Ohio,Ross,39141,2018,2018-05-10 00:00:00,100487,159 / 35,NA,4.0,82.0,0.906,1.02743115,1.15946315,3.0,"Nuko Paving, Shelly, Shelly & Sands","['159', '35', '35', '159']",12.850690773780796,180294,3
Ohio,Scioto,39145,2018,2018-05-10 00:00:00,97680,23,0.91,4.0,174.0,1.813,1.89488854,1.97804211,2.0,"Shelly, Axis Civil Construction",['23'],4.388309298656696,180295,2
Ohio,Tuscarawas,39157,2018,2018-05-10 00:00:00,100630,36,13.64,2.0,189.0,2.26,2.2242144,2.29698427,2.0,"Shelly & Sands, Nls Paving","['36', '36', '36', '36']",3.2717111264094023,180298,2
Ohio,Williams,39171,2018,2018-05-11 00:00:00,102827,191 / 6,11.77,2.0,174.0,5.52,6.42567581,6.74256119,1.0,Gerken Paving,"['6', '191', '6', '6', '6']",4.931549448959836,180302,1
Ohio,Madison,39097,2018,2018-05-24 00:00:00,25596,71,10.28,4.0,402.0,15.284,14.69499032,15.95796852,4.0,"Shelly & Sands, Shelly, Kokosing Construction, John R Jurgensen","['71', '71', '71', '71', '71', '71', '71', '71', '71', '71']",8.594617434222299,180246,4
Ohio,Allen,39003,2018,2018-05-24 00:00:00,95503,128,NA,2.0,159.0,0.622,0.7944315,0.8184171,2.0,"Shelly, Bluffton Paving",['128'],3.0192156277791167,180312,2
Ohio,Guernsey,39059,2018,2018-05-24 00:00:00,83107,285 / 313 / 40,NA,2.0,479.0,4.939,4.9580535,5.08295287,2.0,"Shelly & Sands, Nls Paving","['285', '313', '313', '40', '285', '313', '313', '285', '313']",2.519121062328182,180318,2
Ohio,Hamilton,39061,2018,2018-05-24 00:00:00,84481,275 / 127,NA,4.0,161.0,3.042,3.28425533,3.12960365,2.0,"John R Jurgensen, Barrett Paving Materials","['275', '127', '127', '127']",-4.708881145364547,180319,2
Ohio,Miami,39109,2018,2018-05-24 00:00:00,100942,571 / 48,2.65,2.0,99.0,0.809,0.79147,0.8110010200000001,2.0,"Barrett Paving Materials, Walls Bros Asphalt","['571', '48']",2.467689236484019,180325,2
Ohio,Paulding,39125,2018,2018-05-24 00:00:00,105522,111,6.49,2.0,99.0,0.943,0.9578592,1.04751014,2.0,"Shelly, Gerken Paving",['111'],9.359511293517889,180326,2
Ohio,Seneca,39147,2018,2018-05-24 00:00:00,92128,635,6.08,2.0,160.0,1.946,1.60491497,1.91018936,2.0,"M & B Asphalt, Gerken Paving","['635', '635']",19.02121892476336,180329,2
Ohio,Wayne,39169,2018,2018-05-24 00:00:00,102936,3,6.55,2.0,120.0,1.07,1.0140021,1.00630198,7.0,"Kokosing Construction, Shelly, Karvo Companies, Shelly & Sands, Melway Paving, Chagrin Valley Paving, Barbicas Construction",['3'],-0.7593790979328324,180330,7
Ohio,Wayne,39169,2018,2018-05-24 00:00:00,101261,57,NA,4.0,176.0,1.765,1.9057456,1.90857261,4.0,"Northstar Asphalt, Chagrin Valley Paving, Karvo Companies, Kokosing Construction","['57', '57', '57', '57']",0.1483414155593407,180331,4
Ohio,Washington,39167,2018,2018-05-24 00:00:00,107725,60,17.59,2.0,99.0,3.448,3.5080558500000003,3.49929601,1.0,Shelly & Sands,"['60', '60']",-0.2497064007689794,187023,1
Ohio,Ashland,39005,2018,2018-06-12 00:00:00,94392,224,7.15,2.0,141.0,1.468,1.5688661000000002,1.53125862,4.0,"Shelly & Sands, Karvo Companies, Melway Paving, Kokosing Construction","['224', '224', '224']",-2.397112156352931,180345,4
Ohio,Perry,39127,2018,2018-06-12 00:00:00,93137,216 / 155 / 595 / 93,14.26,2.0,125.0,2.248,2.20924635,2.51377657,2.0,"Shelly, Shelly & Sands","['595', '155', '216', '93']",13.784348676189948,180364,2
Ohio,Richland,39139,2018,2018-06-12 00:00:00,94401,39 / 309,11.2,4.0,141.0,3.643,3.30699506,3.4746289900000003,2.0,"Shelly & Sands, Kokosing Construction","['39', '39', '309']",5.069071073846722,180367,2
Ohio,Franklin,39049,2018,2018-06-28 00:00:00,79668,70 / 25421,8.76,4.0,429.0,4.983,5.3921389,5.49706661,3.0,"Kokosing Construction, Shelly, Shelly & Sands","['25421', '70', '70', '70', '70', '70', '70', '70', '70', '70', '70', '70', '70', '70', '70', '70']",1.9459385588156883,180355,3
Ohio,Butler,39017,2018,2018-06-28 00:00:00,91864,747,2.85,4.0,398.0,2.553,2.5480102,2.46929829,2.0,"Barrett Paving Materials, John R Jurgensen",['747'],-3.089152076392786,180385,2
Ohio,Tuscarawas,39157,2018,2018-06-28 00:00:00,102482,542 / 183,3.43,2.0,94.0,0.59,0.4943708599999999,0.48150464,4.0,"Superior Paving & Materials, Shelly, Barbicas Construction, Allied Enterprises","['183', '183', '542', '183', '183']",-2.602544170989352,180386,4
Ohio,Franklin,39049,2018,2018-06-28 00:00:00,105137,270,4.19,4.0,382.0,5.128,5.24048225,5.13458771,3.0,"Shelly, Shelly & Sands, Kokosing Construction","['270', '270']",-2.020702197779612,180391,3
Ohio,Henry,39069,2018,2018-06-28 00:00:00,95716,24,5.84,4.0,95.0,1.922,2.32414997,2.35175429,1.0,Gerken Paving,"['24', '24', '24', '24']",1.187716815021193,180394,1
Ohio,Meigs,39105,2018,2018-07-02 00:00:00,91742,143 / 124,18.57,2.0,122.0,3.177,3.4077988500000003,3.35805,1.0,Shelly,"['143', '124', '124']",-1.459852890084762,180398,1
Ohio,Monroe,39111,2018,2018-06-28 00:00:00,84539,145 / 26,9.51,2.0,140.0,1.957,1.84041455,1.91933762,2.0,"Shelly & Sands, Nls Paving","['145', '26', '145', '26']",4.288331126267182,180399,2
Ohio,Montgomery,39113,2018,2018-06-28 00:00:00,97667,725,2.56,4.0,125.0,1.167,1.118318,1.04178291,2.0,"Barrett Paving Materials, John R Jurgensen",['725'],-6.843768051663295,180400,2
Ohio,Morgan,39115,2018,2018-06-28 00:00:00,96644,266,NA,2.0,126.0,2.906,3.18515215,3.14327787,1.0,Shelly & Sands,"['266', '266']",-1.3146712630352697,180401,1
Ohio,Richland,39139,2018,2018-06-28 00:00:00,87721,71,13.52,4.0,429.0,8.513,8.5666362,8.32390471,2.0,"Shelly & Sands, Kokosing Construction","['71', '71', '71', '71', '71', '71', '71', '71', '71', '71', '71', '71', '71', '71', '71', '71', '71']",-2.833451594454296,180403,2
Ohio,Trumbull,39155,2018,2018-06-28 00:00:00,94114,534,5.86,2.0,94.0,1.199,1.11904046,1.08906786,6.0,"Shelly, Shelly & Sands, Ronyak Paving, Karvo Companies, Barbicas Construction, Chagrin Valley Paving","['534', '534', '534', '534', '534', '534', '534']",-2.6784196882389573,180406,6
Ohio,Champaign,39021,2018,2018-07-19 00:00:00,100922,235 / 29,5.9,2.0,88.0,0.636,0.7307800999999999,0.79868421,3.0,"A & B Asphalt, Barrett Paving Materials, Shelly","['29', '235']",9.292003162100348,180413,3
Ohio,Hancock,39063,2018,2018-07-19 00:00:00,93678,330 / 568,NA,2.0,104.0,2.079,1.92482905,1.93946931,3.0,"M & B Asphalt, Shelly, Kokosing Construction","['568', '568', '330']",0.760600532291424,180420,3
Ohio,Hocking,39073,2018,2018-07-19 00:00:00,96642,180 / 374,NA,2.0,105.0,1.946,1.8929999,1.96659268,2.0,"Shelly & Sands, Shelly","['180', '374', '374']",3.8876272523839024,180421,2
Ohio,Richland,39139,2018,2018-07-19 00:00:00,102954,598 / 39 / 13 / 103,NA,2.0,345.0,3.361,3.22366259,3.22592073,3.0,"Kokosing Construction, Shelly & Sands, Erie Blacktop","['598', '103', '13', '598', '39', '13', '13', '13', '598', '39', '13']",0.0700488942920018,180422,3
Ohio,District 7,39021,2018,2018-07-19 00:00:00,105326,55,5.27,2.0,88.0,0.663,0.75498775,0.78131273,1.0,A & B Asphalt,"['55', '55']",3.4868088919323594,180424,1
Ohio,Monroe,39111,2018,2018-07-19 00:00:00,102562,78,16.06,2.0,105.0,2.159,2.258868,2.35257376,2.0,"Shelly & Sands, Nls Paving","['78', '78']",4.1483504126845725,180426,2
Ohio,Shelby,39149,2018,2018-07-19 00:00:00,88700,705,8.07,2.0,88.0,1.359,1.5225,1.51743782,1.0,Barrett Paving Materials,['705'],-0.3324912972085331,180431,1
Ohio,Stark,39151,2018,2018-07-19 00:00:00,98392,173 / 41 / 44 / 62 / 153,10.54,2.0,377.0,3.258,2.95937706,2.71783966,4.0,"Shelly, Allied Enterprises, Ronyak Paving, Chagrin Valley Paving","['173', '173', '41', '44', '62', '173', '173', '173', '153', '44', '173']",-8.161764962792537,180432,4
Ohio,Washington,39167,2018,2018-07-19 00:00:00,101181,32 / 339,5.79,2.0,103.0,1.042,1.11198199,1.06721718,1.0,Shelly & Sands,"['32', '339']",-4.0256776101203045,180433,1
Ohio,Logan,39091,2018,2018-07-19 00:00:00,105327,274,3.54,2.0,74.0,0.58,0.6657746999999999,0.71167183,1.0,Shelly,['274'],6.893793050411809,180435,1
Ohio,Warren,39165,2018,2018-08-02 00:00:00,106242,71,17.62,4.0,393.0,17.632,16.07098501,15.99476412,2.0,"Barrett Paving Materials, John R Jurgensen","['71', '71', '71']",-0.4742764052892478,180411,2
Ohio,Champaign,39021,2018,2018-08-02 00:00:00,99982,54,0.56,2.0,90.0,0.244,0.2310335499999999,0.24896266,2.0,"A & B Asphalt, Shelly",['54'],7.760392375912514,180436,2
Ohio,Cuyahoga,39035,2018,2018-08-02 00:00:00,100254,14580 / 14711,1.88,4.0,332.0,1.472,1.41030201,1.40602454,4.0,"Anthony Allega Cement Contractor, Perk, Shelly, Karvo Companies","['14580', '14711']",-0.3033017020233925,180437,4
Ohio,Holmes,39075,2018,2018-08-02 00:00:00,96794,62,10.64,2.0,424.0,2.61,2.59599301,2.62626098,4.0,"Melway Paving, Superior Paving & Materials, Shelly, Karvo Companies",['62'],1.1659495955268442,180438,4
Ohio,Jackson,39079,2018,2018-08-02 00:00:00,100491,93,5.65,2.0,78.0,0.543,0.5537627900000001,0.65958799,2.0,"Nuko Paving, Shelly & Sands","['93', '93']",19.110204208556507,180439,2
Ohio,Ross,39141,2018,2018-08-02 00:00:00,97315,167,12.37,2.0,302.0,1.43,1.33069624,1.22955267,2.0,"Shelly & Sands, Shelly",['167'],-7.600800765770561,180442,2
Ohio,Belmont,39013,2018,2018-08-15 00:00:00,102475,149 / 331,NA,2.0,442.0,3.124,2.59520919,2.6212832400000003,2.0,"Shelly & Sands, Nls Paving","['149', '331', '331', '331', '331']",1.0046993552762702,180448,2
Ohio,Morgan,39115,2018,2018-08-15 00:00:00,96647,530 / 83,13.99,2.0,319.0,2.773,3.2299988,3.29647329,2.0,"Shelly & Sands, Nls Paving","['83', '83', '530']",2.0580345107249114,180455,2
Ohio,Lorain,39093,2018,2018-08-30 00:00:00,87698,20 / 511,27.46,2.0,350.0,6.737,6.96889189,7.04851838,4.0,"Erie Blacktop, Karvo Companies, Kokosing Construction, Anthony Allega Cement Contractor","['20', '20', '20', '20', '20', '20', '20', '20', '20', '20', '20', '20', '20', '20', '20', '511']",1.1425990136862332,180452,4
Ohio,Williams,39171,2018,2018-09-04 00:00:00,92373,191,5.54,2.0,392.0,2.893,3.13358894,3.31508107,1.0,Gerken Paving,"['191', '191', '191', '191', '191', '191']",5.791829543539289,180461,1
Ohio,Erie,39043,2018,2018-08-30 00:00:00,98466,6,3.64,2.0,337.0,0.591,0.6768407,0.63336321,2.0,"Erie Blacktop, Gerken Paving",['6'],-6.423592730165312,180471,2
Ohio,Medina,39103,2018,2018-08-30 00:00:00,98250,539 / 42 / 224,18.97,2.0,366.0,3.64,3.36168835,3.2741413500000003,5.0,"Ronyak Paving, Karvo Companies, Kokosing Construction, Melway Paving, Chagrin Valley Paving","['224', '42', '42', '539', '42']",-2.604256875864172,180475,5
Ohio,Perry,39127,2018,2018-08-30 00:00:00,93003,13,NA,2.0,411.0,2.947,3.42815855,3.4303088,1.0,Shelly,['13'],0.0627231783080653,180477,1
Ohio,Scioto,39145,2018,2018-08-30 00:00:00,100869,52,8.65,2.0,304.0,0.776,0.8695733,0.97380222,1.0,Shelly,"['52', '52', '52', '52', '52']",11.986214388137256,180479,1
Ohio,Williams,39171,2018,2018-08-30 00:00:00,102821,127,9.83,2.0,305.0,1.966,2.00787645,2.30571119,1.0,Gerken Paving,"['127', '127', '127', '127']",14.833320048153356,180481,1
Ohio,District 8,39165,2018,2018-09-20 00:00:00,94201,42 / 744 / 732 / 68 / 741 / 725 / 133 / 132,47.25,2.0,376.0,6.494,6.69538781,6.551251,2.0,"Barrett Paving Materials, John R Jurgensen","['741', '133', '732', '132', '744', '741', '132', '132', '68', '133', '725', '132', '42', '133', '68']",-2.152777614833935,180485,2
Ohio,Lawrence,39087,2018,2018-09-20 00:00:00,102159,93,1.18,2.0,94.0,0.47,0.4722886,0.4763917299999999,1.0,Shelly,['93'],0.8687759984043558,180490,1
Ohio,Licking,39089,2018,2018-09-20 00:00:00,95455,40,NA,2.0,390.0,2.174,2.54486184,2.67982626,2.0,"Shelly, Kokosing Construction",['40'],5.303408533957968,180491,2
Ohio,Ross,39141,2018,2018-09-20 00:00:00,100488,35,7.21,4.0,317.0,3.066,3.06846076,3.29368605,2.0,"Shelly, Shelly & Sands","['35', '35', '35', '35', '35', '35', '35', '35']",7.340008806239387,180495,2
Ohio,Highland,39071,2018,2018-10-12 00:00:00,95563,50,2.71,2.0,252.0,1.058,1.30530937,0.94672106,2.0,"John R Jurgensen, Shelly",['50'],-27.47151887831772,180489,2
Ohio,Adams,39001,2018,2018-10-04 00:00:00,91998,781 / 247,9.94,2.0,331.0,1.39,1.40069415,1.38063395,3.0,"Brown County Asphalt, Brown County Construction, Shelly","['781', '781', '781', '781', '247']",-1.432161332293696,180501,3
Ohio,Columbiana,39029,2018,2018-10-04 00:00:00,100607,518,6.37,2.0,376.0,0.958,0.9234046,0.90295589,7.0,"Superior Paving & Materials, Shelly, Barbicas Construction, R T Vernal Paving & Excavating, Shelly & Sands, Nls Paving, Allied Enterprises","['518', '518']",-2.214490809337536,180506,7
Ohio,Lorain,39093,2018,2018-10-04 00:00:00,98394,18,NA,2.0,300.0,3.738,3.3674525600000003,3.20655727,4.0,"Karvo Companies, Kokosing Construction, Erie Blacktop, Chagrin Valley Paving",['18'],-4.777952684803376,180508,4
Ohio,Morgan,39115,2018,2018-10-12 00:00:00,91458,60,12.47,4.0,384.0,2.269,2.8804442000000003,2.82133616,2.0,"Shelly & Sands, Nls Paving","['60', '60', '60', '60', '60']",-2.0520460004050887,180509,2
Ohio,Pickaway,39129,2018,2018-10-04 00:00:00,105552,104 / 22,NA,2.0,361.0,2.441,2.57908806,2.45957821,1.0,Shelly,"['104', '22', '22']",-4.633802616262743,180510,1
Ohio,Vinton,39163,2018,2018-10-04 00:00:00,93774,50,6.25,2.0,284.0,1.443,1.3394522,1.35544567,2.0,"Shelly & Sands, Nuko Paving","['50', '50', '50', '50']",1.1940306641774865,180511,2
Ohio,Fairfield,39045,2018,2018-10-18 00:00:00,93037,188 / 22 / 159,19.4,2.0,301.0,3.457,3.79640639,3.69277042,2.0,"Shelly, Kokosing Construction","['22', '188', '159', '188', '188']",-2.729843945921712,180520,2
Ohio,Holmes,39075,2018,2018-10-18 00:00:00,105193,93,17.75,2.0,362.0,2.996,2.82669305,2.65991873,4.0,"Superior Paving & Materials, Shelly, Karvo Companies, Melway Paving","['93', '93', '93', '93', '93']",-5.899979836862727,180521,4
Ohio,Licking,39089,2018,2018-10-18 00:00:00,95465,37 / 16 / 161,16.98,4.0,362.0,6.047,7.24417245,7.05621339,2.0,"Shelly, Kokosing Construction","['37', '161', '161', '16', '37', '161', '37', '37', '37', '161', '161', '37', '161', '161', '161', '37']",-2.594624317647213,180522,2
Ohio,Marion,39101,2018,2018-10-18 00:00:00,105532,4,7.49,2.0,347.0,2.098,2.04415412,1.99458036,2.0,"Shelly & Sands, Kokosing Construction","['4', '4']",-2.425147865073888,180525,2
Ohio,Wood,39173,2018,2018-10-18 00:00:00,102824,281,4.39,2.0,255.0,0.799,0.7678509499999999,0.7070364499999999,3.0,"Gerken Paving, Shelly, Kokosing Construction","['281', '281', '281']",-7.920091783437918,180530,3
Ohio,Adams,39001,2018,2018-11-01 00:00:00,96328,52 / 136,7.02,2.0,272.0,0.971,0.87316211,0.94575212,3.0,"Brown County Asphalt, Brown County Construction, Shelly","['136', '52']",8.313463120840183,180533,3
Ohio,Columbiana,39029,2018,2018-11-01 00:00:00,102486,30,NA,2.0,364.0,0.367,0.29484815,0.29960603,6.0,"Shelly & Sands, Barbicas Construction, Allied Enterprises, R T Vernal Paving & Excavating, Shelly, Nls Paving",['30'],1.613671308434525,180535,6
Ohio,Coshocton,39031,2018,2018-11-01 00:00:00,101608,206 / 541,19.21,2.0,348.0,3.76,3.66906686,3.94896504,2.0,"Shelly, Nls Paving","['206', '541', '541', '541']",7.62859306412312,180536,2
Ohio,Holmes,39075,2018,2018-11-01 00:00:00,105190,39 / 62,NA,2.0,348.0,1.481,1.43999518,1.45435709,4.0,"Shelly & Sands, Melway Paving, Kokosing Construction, Karvo Companies","['62', '39']",0.9973581994906462,180542,4
Ohio,Putnam,39137,2018,2018-11-01 00:00:00,98467,114 / 224,12.25,2.0,272.0,2.172,2.19947575,2.19243218,2.0,"Shelly, Bluffton Paving","['224', '114', '224']",-0.32023858412624,180547,2
Ohio,Trumbull,39155,2018,2018-11-01 00:00:00,100959,80,3.85,4.0,242.0,1.794,1.52224808,1.40363287,3.0,"Shelly & Sands, Shelly, Chagrin Valley Paving",['80'],-7.792107709539694,180548,3
Ohio,Tuscarawas,39157,2018,2018-11-01 00:00:00,100567,77 / 751,NA,4.0,364.0,3.162,3.46111022,3.58406438,4.0,"Shelly, Shelly & Sands, Karvo Companies, Nls Paving","['751', '77']",3.55244855507664,180549,4
Ohio,Wayne,39169,2018,2018-11-01 00:00:00,101400,83,8.09,2.0,333.0,3.977,3.55169685,3.5580999500000003,5.0,"Kokosing Construction, Melway Paving, Karvo Companies, Shelly, Chagrin Valley Paving","['83', '83', '83', '83']",0.1802828414255129,180551,5
Ohio,Allen,39003,2018,2018-11-15 00:00:00,94206,75,NA,4.0,320.0,5.134,5.68848421,5.73319842,2.0,"Shelly, Gerken Paving","['75', '75', '75']",0.7860478881420597,180555,2
Ohio,Ashtabula,39007,2018,2018-11-15 00:00:00,100815,84 / 20,9.58,4.0,273.0,1.937,1.8573,1.87505996,3.0,"Ronyak Paving, Koski Construction, Chagrin Valley Paving","['20', '20', '84', '20', '20', '84']",0.9562246271469348,180556,3
Ohio,Belmont,39013,2018,2018-11-15 00:00:00,105179,149,5.45,2.0,319.0,0.559,0.50502565,0.5077795900000001,3.0,"Shelly & Sands, Nls Paving, Barbicas Construction","['149', '149']",0.545306956191248,180557,3
Ohio,Highland,39071,2018,2018-11-15 00:00:00,84634,41 / 124,8.85,2.0,258.0,1.466,1.5446653,1.6122682,2.0,"Shelly, John R Jurgensen","['124', '41']",4.376540341781472,180560,2
Ohio,Williams,39171,2018,2018-11-15 00:00:00,105474,20 / 107,7.17,2.0,319.0,1.29,1.33171407,1.35636598,1.0,Gerken Paving,"['20', '107', '107']",1.8511413640016583,180568,1
Ohio,Perry,39127,2018,2018-11-15 00:00:00,105130,204,NA,2.0,334.0,2.093,2.34607465,2.3344559,1.0,Shelly,"['204', '204', '204']",-0.4952421270993994,180570,1
Ohio,Ashland,39005,2018,2018-12-06 00:00:00,96318,301 / 58,NA,2.0,296.0,6.2,4.91999115,5.20465859,4.0,"Shelly & Sands, Kokosing Construction, Melway Paving, Karvo Companies","['58', '58', '58', '58', '58', '58', '58', '58', '301', '58', '301']",5.785933984860923,180574,4
Ohio,Columbiana,39029,2018,2018-12-06 00:00:00,96786,46,5.45,2.0,298.0,1.134,1.03961775,1.00429641,5.0,"Shelly, Shelly & Sands, R T Vernal Paving & Excavating, Barbicas Construction, Chagrin Valley Paving","['46', '46']",-3.397531448457846,180576,5
Ohio,Delaware,39041,2018,2018-12-06 00:00:00,105543,257 / 605,12.11,2.0,268.0,2.26,2.26499215,2.15375456,2.0,"Shelly & Sands, Shelly","['605', '257']",-4.911168897428629,180577,2
Ohio,Holmes,39075,2018,2018-12-06 00:00:00,102405,520,13.47,2.0,298.0,0.978,0.93285304,0.95950104,2.0,"Melway Paving, Shelly & Sands","['520', '520', '520', '520']",2.856612870125824,180583,2
Ohio,Lawrence,39087,2018,2018-12-06 00:00:00,92012,52 / 7 / 527,7.32,4.0,268.0,4.208,4.52995022,4.37895826,1.0,Shelly,"['527', '7', '527', '7', '7', '7', '527', '52']",-3.333192478216677,180584,1
Ohio,Medina,39103,2018,2018-12-06 00:00:00,91092,91092 / 224 / 76,8.02,4.0,316.0,3.989,3.5699932000000003,3.37739893,5.0,"Shelly & Sands, Shelly, Karvo Companies, Kokosing Construction, Chagrin Valley Paving","['76', '224', '76', '76', '76', '76', '76', '76', '76', '76', '76', '76', '76', '76', '91092', '91092', '91092']",-5.3948077548159,180585,5
Ohio,Montgomery,39113,2018,2018-12-06 00:00:00,102980,75,1.89,4.0,252.0,1.126,1.3983926,1.36209089,2.0,"Barrett Paving Materials, John R Jurgensen",['75'],-2.595959818437257,180586,2
Ohio,Trumbull,39155,2018,2018-12-06 00:00:00,100817,45,3.73,2.0,206.0,0.393,0.43062185,0.4373022,4.0,"Shelly & Sands, Microsurfacing Contractors, American Pavements, Strawser Construction","['45', '45', '45']",1.5513262970748134,180592,4
Ohio,Franklin,39049,2018,2018-12-20 00:00:00,93136,33,2.03,4.0,284.0,0.844,0.8996630999999999,0.8485959200000001,3.0,"Shelly & Sands, Kokosing Construction, Shelly",['33'],-5.676255922911574,180578,3
Ohio,Pike,39131,2018,2018-12-20 00:00:00,88969,335 / 104,11.45,2.0,253.0,2.079,2.27539668,2.15821567,2.0,"Shelly, Shelly & Sands","['335', '335', '335', '104', '335']",-5.149915662178074,180589,2
Ohio,Ashtabula,39007,2018,2018-12-20 00:00:00,94077,20,1.76,4.0,284.0,0.903,0.884555,0.7715744499999999,4.0,"Koski Construction, Karvo Companies, Ronyak Paving, Burton Scot Contractors","['20', '20']",-12.772586215667772,180598,4
Ohio,Athens,39009,2018,2018-12-20 00:00:00,84549,56,11.44,2.0,222.0,2.155,2.295899,2.2053723,1.0,Shelly & Sands,['56'],-3.942973972287121,180600,1
Ohio,Butler,39017,2018,2018-12-20 00:00:00,105133,129 / 4,NA,4.0,285.0,5.837,5.88874977,6.11439266,2.0,"John R Jurgensen, Barrett Paving Materials","['129', '129', '4', '129']",3.8317622383876655,180601,2
Ohio,Guernsey,39059,2018,2018-12-20 00:00:00,93022,77,2.5,4.0,299.0,3.213,3.04242493,3.06873603,2.0,"Shelly & Sands, Nls Paving","['77', '77', '77', '77', '77']",0.8648068762702252,180607,2
Ohio,Harrison,39067,2018,2018-12-20 00:00:00,91844,250 / 9,11.23,2.0,284.0,2.249,2.284,2.21244658,3.0,"Nls Paving, Shelly & Sands, Barbicas Construction","['9', '250']",-3.1328117338003447,180609,3
Ohio,Highland,39071,2018,2018-12-20 00:00:00,84622,138 / 753,11.69,2.0,223.0,1.508,1.49443647,1.6587648700000002,2.0,"Shelly, John R Jurgensen","['138', '138', '138', '753']",10.996011091726118,180610,2
Ohio,Madison,39097,2018,2018-12-20 00:00:00,105547,42,NA,2.0,284.0,3.727,3.61166844,3.5350013,4.0,"Shelly & Sands, Kokosing Construction, Shelly, John R Jurgensen","['42', '42', '42']",-2.1227624094973705,180611,4
Ohio,Clinton,39027,2018,2018-12-20 00:00:00,87300,251 / 68 / 350,13.06,2.0,589.0,4.893,5.44151953,5.3315659900000005,1.0,John R Jurgensen,"['68', '68', '68', '68', '68', '68', '251', '350']",-2.020640363299392,180621,1
Ohio,Belmont,39013,2018,2018-12-20 00:00:00,91962,800,24.61,2.0,345.0,5.605,5.16581505,5.1173165,2.0,"Shelly & Sands, Nls Paving","['800', '800', '800']",-0.938836360391952,180622,2
