project_number,bidder_name,address,city,state,zip,county,bidder_number,bid_amount,filename,awarded
180265,BARBICAS CONSTRUCTION COMPANY INC,124 DARROW RD,AKRON,OH,44305,Summit,6,1611277.3,180265bidtab.pdf,False
180265,KOKOSING CONSTRUCTION COMPANY INC,886 MC KINLEY AVE,COLUMBUS,OH,43222,Franklin,7,1670436.47,180265bidtab.pdf,False
180269,ERIE BLACKTOP INC,4507 TIFFIN AVE,SANDUSKY,OH,44870,Erie,1,2605281.67,180269bidtab.pdf,True
180269,M & B ASPHALT CO INC,1525 WEST COUNTY RD #42,TIFFIN,OH,44883,Seneca,2,2688703.25,180269bidtab.pdf,False
180269,GERKEN PAVING INC,9072 CO RD 424,NAPOLEON,OH,43545,Henry,3,2889480.52,180269bidtab.pdf,False
180270,BARRETT PAVING MATERIALS INC,3751 COMMERCE DR,MIDDLETOWN,OH,45055,Butler,1,467100.0,180270bidtab.pdf,True
180272,SHELLY & SANDS INC,1515 HARMON AVE,COLUMBUS,OH,43223,Franklin,1,1091409.19,180272bidtab.pdf,True
180272,KARVO COMPANIES INC,4524 HUDSON DR,STOW,OH,44224-1702,,2,1117627.26,180272bidtab.pdf,False
180272,BARBICAS CONSTRUCTION COMPANY INC,124 DARROW RD,AKRON,OH,44305,Summit,3,1190618.47,180272bidtab.pdf,False
180272,CHAGRIN VALLEY PAVING INC,17290 MUNN RD,CHAGRIN FALLS,OH,44023,Geauga,4,1192484.26,180272bidtab.pdf,False
180272,NORTHSTAR ASPHALT INC,P O BOX 2646,NORTH CANTON,OH,44720,Stark,5,1198734.81,180272bidtab.pdf,False
180272,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,6,1237522.86,180272bidtab.pdf,False
180272,ALLIED ENTERPRISES INC,1243 RAFF RD S W,CANTON,OH,44710,Stark,7,1394106.95,180272bidtab.pdf,False
180282,KARVO COMPANIES INC,4524 HUDSON DR,STOW,OH,44224-1702,,1,1531768.75,180282bidtab.pdf,True
180282,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,2,1563321.95,180282bidtab.pdf,False
180282,PERK COMPANY INC,8100 GRAND AVE SUITE 300,CLEVELAND,OH,44104-3110,,3,1645957.45,180282bidtab.pdf,False
180282,BARBICAS CONSTRUCTION COMPANY INC,124 DARROW RD,AKRON,OH,44305,Summit,4,1757829.6,180282bidtab.pdf,False
180282,CHAGRIN VALLEY PAVING INC,17290 MUNN RD,CHAGRIN FALLS,OH,44023,Geauga,5,1773068.95,180282bidtab.pdf,False
180282,RONYAK PAVING INC,14376 N CHESHIRE ST,BURTON,OH,44021,Geauga,6,1888165.15,180282bidtab.pdf,False
180282,BURTON SCOT CONTRACTORS LLC,11330 KINSMAN RD,NEWBURY,OH,44065,Geauga,7,1940465.45,180282bidtab.pdf,False
180285,SHELLY & SANDS INC,1515 HARMON AVE,COLUMBUS,OH,43223,Franklin,1,2891545.62,180285bidtab.pdf,True
180285,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,2,3085852.55,180285bidtab.pdf,False
180285,KOKOSING CONSTRUCTION COMPANY INC,886 MC KINLEY AVE,COLUMBUS,OH,43222,Franklin,3,3680461.35,180285bidtab.pdf,False
180289,SHELLY & SANDS INC,1515 HARMON AVE,COLUMBUS,OH,43223,Franklin,1,2426641.65,180289bidtab.pdf,True
180289,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,2,2799973.82,180289bidtab.pdf,False
180289,NUKO PAVING INC,1 ACY AVE SUITE C,JACKSON,OH,45640,Jackson,3,3849727.71,180289bidtab.pdf,False
180291,CHAGRIN VALLEY PAVING INC,17290 MUNN RD,CHAGRIN FALLS,OH,44023,Geauga,1,494175.1,180291bidtab.pdf,True
180291,KARVO COMPANIES INC,4524 HUDSON DR,STOW,OH,44224-1702,,2,494728.1,180291bidtab.pdf,False
180291,BARBICAS CONSTRUCTION COMPANY INC,124 DARROW RD,AKRON,OH,44305,Summit,3,524065.05,180291bidtab.pdf,False
180291,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,4,534596.05,180291bidtab.pdf,False
180291,RONYAK PAVING INC,14376 N CHESHIRE ST,BURTON,OH,44021,Geauga,5,586099.25,180291bidtab.pdf,False
180291,ROADS ASPHALT RECYCLING INC,13421 HAWKE RD,COLUMBIA STATION,OH,44028,Lorain,6,634543.2,180291bidtab.pdf,False
180292,KOKOSING CONSTRUCTION COMPANY INC,886 MC KINLEY AVE,COLUMBUS,OH,43222,Franklin,1,1166295.01,180292bidtab.pdf,True
180292,SHELLY & SANDS INC,1515 HARMON AVE,COLUMBUS,OH,43223,Franklin,2,1241794.69,180292bidtab.pdf,False
180294,NUKO PAVING INC,1 ACY AVE SUITE C,JACKSON,OH,45640,Jackson,1,1027431.15,180294bidtab.pdf,True
180294,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,2,1059520.05,180294bidtab.pdf,False
180294,SHELLY & SANDS INC,1515 HARMON AVE,COLUMBUS,OH,43223,Franklin,3,1218325.8,180294bidtab.pdf,False
180295,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,1,1894888.54,180295bidtab.pdf,True
180295,AXIS CIVIL CONSTRUCTION LLC,5715 WESTBOURNE AVENUE,COLUMBUS,OH,43213,Franklin,2,2235659.42,180295bidtab.pdf,False
180298,SHELLY & SANDS INC,1515 HARMON AVE,COLUMBUS,OH,43223,Franklin,1,2224214.4,180298bidtab.pdf,True
180298,"NLS PAVING, INC",67925 Bayberry Drive Suite B,St Clairsville,OH,43950,Belmont,2,2552607.95,180298bidtab.pdf,False
180302,GERKEN PAVING INC,9072 CO RD 424,NAPOLEON,OH,43545,Henry,1,6425675.81,180302bidtab.pdf,True
180312,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,1,794431.5,180312bidtab.pdf,True
180312,BLUFFTON PAVING INC,P O BOX 26,BLUFFTON,OH,45817,Allen,2,869698.6,180312bidtab.pdf,False
180318,SHELLY & SANDS INC,1515 HARMON AVE,COLUMBUS,OH,43223,Franklin,1,4958053.5,180318bidtab.pdf,True
180318,"NLS PAVING, INC",67925 Bayberry Drive Suite B,St Clairsville,OH,43950,Belmont,2,5123059.5,180318bidtab.pdf,False
180319,JOHN R JURGENSEN COMPANY,11641 MOSTELLER RD,CINCINNATI,OH,45241,Hamilton,1,3284255.33,180319bidtab.pdf,True
180319,BARRETT PAVING MATERIALS INC,3751 COMMERCE DR,MIDDLETOWN,OH,45055,Butler,2,3285158.55,180319bidtab.pdf,False
180325,BARRETT PAVING MATERIALS INC,3751 COMMERCE DR,MIDDLETOWN,OH,45055,Butler,1,791470.0,180325bidtab.pdf,True
180325,WALLS BROS ASPHALT CO INC,3690 HOLLANSBURG-SAMPSON RD,GREENVILLE,OH,45331,Darke,2,875099.75,180325bidtab.pdf,False
180326,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,1,957859.2,180326bidtab.pdf,True
180326,GERKEN PAVING INC,9072 CO RD 424,NAPOLEON,OH,43545,Henry,2,996731.5,180326bidtab.pdf,False
180329,M & B ASPHALT CO INC,1525 WEST COUNTY RD #42,TIFFIN,OH,44883,Seneca,1,1604914.97,180329bidtab.pdf,True
180329,GERKEN PAVING INC,9072 CO RD 424,NAPOLEON,OH,43545,Henry,2,1776402.11,180329bidtab.pdf,False
180330,KOKOSING CONSTRUCTION COMPANY INC,886 MC KINLEY AVE,COLUMBUS,OH,43222,Franklin,1,1014002.1,180330bidtab.pdf,True
180330,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,2,1067840.05,180330bidtab.pdf,False
180330,KARVO COMPANIES INC,4524 HUDSON DR,STOW,OH,44224-1702,,3,1128395.25,180330bidtab.pdf,False
180330,SHELLY & SANDS INC,1515 HARMON AVE,COLUMBUS,OH,43223,Franklin,4,1128465.95,180330bidtab.pdf,False
180330,MELWAY PAVING CO INC,7571 ST RT 83,HOLMESVILLE,OH,44633,Holmes,5,1137511.14,180330bidtab.pdf,False
180330,CHAGRIN VALLEY PAVING INC,17290 MUNN RD,CHAGRIN FALLS,OH,44023,Geauga,6,1187391.65,180330bidtab.pdf,False
180330,BARBICAS CONSTRUCTION COMPANY INC,124 DARROW RD,AKRON,OH,44305,Summit,7,1255798.25,180330bidtab.pdf,False
180331,NORTHSTAR ASPHALT INC,P O BOX 2646,NORTH CANTON,OH,44720,Stark,1,1905745.6,180331bidtab.pdf,True
180331,CHAGRIN VALLEY PAVING INC,17290 MUNN RD,CHAGRIN FALLS,OH,44023,Geauga,2,1962882.93,180331bidtab.pdf,False
180331,KARVO COMPANIES INC,4524 HUDSON DR,STOW,OH,44224-1702,,3,2008382.76,180331bidtab.pdf,False
180331,KOKOSING CONSTRUCTION COMPANY INC,886 MC KINLEY AVE,COLUMBUS,OH,43222,Franklin,4,2283361.7,180331bidtab.pdf,False
180345,SHELLY & SANDS INC,1515 HARMON AVE,COLUMBUS,OH,43223,Franklin,1,1568866.1,180345bidtab.pdf,True
180345,KARVO COMPANIES INC,4524 HUDSON DR,STOW,OH,44224-1702,,2,1693661.75,180345bidtab.pdf,False
180345,MELWAY PAVING CO INC,7571 ST RT 83,HOLMESVILLE,OH,44633,Holmes,3,1728108.69,180345bidtab.pdf,False
180345,KOKOSING CONSTRUCTION COMPANY INC,886 MC KINLEY AVE,COLUMBUS,OH,43222,Franklin,4,1897225.91,180345bidtab.pdf,False
180355,KOKOSING CONSTRUCTION COMPANY INC,886 MC KINLEY AVE,COLUMBUS,OH,43222,Franklin,1,5392138.9,180355bidtab.pdf,True
180355,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,2,5497890.42,180355bidtab.pdf,False
180355,SHELLY & SANDS INC,1515 HARMON AVE,COLUMBUS,OH,43223,Franklin,3,6248439.05,180355bidtab.pdf,False
180364,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,1,2209246.35,180364bidtab.pdf,True
180364,SHELLY & SANDS INC,1515 HARMON AVE,COLUMBUS,OH,43223,Franklin,2,2444851.95,180364bidtab.pdf,False
180367,SHELLY & SANDS INC,1515 HARMON AVE,COLUMBUS,OH,43223,Franklin,1,3306995.06,180367bidtab.pdf,True
180367,KOKOSING CONSTRUCTION COMPANY INC,886 MC KINLEY AVE,COLUMBUS,OH,43222,Franklin,2,3587549.08,180367bidtab.pdf,False
180385,BARRETT PAVING MATERIALS INC,3751 COMMERCE DR,MIDDLETOWN,OH,45055,Butler,1,2548010.2,180385bidtab.pdf,True
180385,JOHN R JURGENSEN COMPANY,11641 MOSTELLER RD,CINCINNATI,OH,45241,Hamilton,2,2656431.18,180385bidtab.pdf,False
180386,SUPERIOR PAVING & MATERIALS INC,5945 WHIPPLE AVE NW,NORTH CANTON,OH,44720,Stark,1,494370.86,180386bidtab.pdf,True
180386,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,2,527808.81,180386bidtab.pdf,False
180386,BARBICAS CONSTRUCTION COMPANY INC,124 DARROW RD,AKRON,OH,44305,Summit,3,579493.69,180386bidtab.pdf,False
180386,ALLIED ENTERPRISES INC,1243 RAFF RD S W,CANTON,OH,44710,Stark,4,1213181.24,180386bidtab.pdf,False
180391,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,1,5240482.25,180391bidtab.pdf,True
180391,SHELLY & SANDS INC,1515 HARMON AVE,COLUMBUS,OH,43223,Franklin,2,5514157.4,180391bidtab.pdf,False
180391,KOKOSING CONSTRUCTION COMPANY INC,886 MC KINLEY AVE,COLUMBUS,OH,43222,Franklin,3,5627447.12,180391bidtab.pdf,False
180394,GERKEN PAVING INC,9072 CO RD 424,NAPOLEON,OH,43545,Henry,1,2324149.97,180394bidtab.pdf,True
180398,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,1,3407798.85,180398bidtab.pdf,True
180399,SHELLY & SANDS INC,1515 HARMON AVE,COLUMBUS,OH,43223,Franklin,1,1840414.55,180399bidtab.pdf,True
180399,"NLS PAVING, INC",67925 Bayberry Drive Suite B,St Clairsville,OH,43950,Belmont,2,2276629.35,180399bidtab.pdf,False
180400,BARRETT PAVING MATERIALS INC,3751 COMMERCE DR,MIDDLETOWN,OH,45055,Butler,1,1118318.0,180400bidtab.pdf,True
180400,JOHN R JURGENSEN COMPANY,11641 MOSTELLER RD,CINCINNATI,OH,45241,Hamilton,2,1338644.25,180400bidtab.pdf,False
180401,SHELLY & SANDS INC,1515 HARMON AVE,COLUMBUS,OH,43223,Franklin,1,3185152.15,180401bidtab.pdf,True
180403,SHELLY & SANDS INC,1515 HARMON AVE,COLUMBUS,OH,43223,Franklin,1,8566636.2,180403bidtab.pdf,True
180403,KOKOSING CONSTRUCTION COMPANY INC,886 MC KINLEY AVE,COLUMBUS,OH,43222,Franklin,2,8567245.41,180403bidtab.pdf,False
180406,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,1,1119040.46,180406bidtab.pdf,True
180406,SHELLY & SANDS INC,1515 HARMON AVE,COLUMBUS,OH,43223,Franklin,2,1169841.25,180406bidtab.pdf,False
180406,RONYAK PAVING INC,14376 N CHESHIRE ST,BURTON,OH,44021,Geauga,3,1229570.0,180406bidtab.pdf,False
180406,KARVO COMPANIES INC,4524 HUDSON DR,STOW,OH,44224-1702,,4,1261561.2,180406bidtab.pdf,False
180406,BARBICAS CONSTRUCTION COMPANY INC,124 DARROW RD,AKRON,OH,44305,Summit,5,1413755.96,180406bidtab.pdf,False
180406,CHAGRIN VALLEY PAVING INC,17290 MUNN RD,CHAGRIN FALLS,OH,44023,Geauga,6,1474661.86,180406bidtab.pdf,False
180411,BARRETT PAVING MATERIALS INC,3751 COMMERCE DR,MIDDLETOWN,OH,45055,Butler,1,16070985.01,180411bidtab.pdf,True
180411,JOHN R JURGENSEN COMPANY,11641 MOSTELLER RD,CINCINNATI,OH,45241,Hamilton,2,17444642.49,180411bidtab.pdf,False
180413,A & B ASPHALT CORPORATION,1780 ENON RD,SPRINGFIELD,OH,45502,Clark,1,730780.1,180413bidtab.pdf,True
180413,BARRETT PAVING MATERIALS INC,3751 COMMERCE DR,MIDDLETOWN,OH,45055,Butler,2,766578.0,180413bidtab.pdf,False
180413,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,3,813907.64,180413bidtab.pdf,False
180420,M & B ASPHALT CO INC,1525 WEST COUNTY RD #42,TIFFIN,OH,44883,Seneca,1,1924829.05,180420bidtab.pdf,True
180420,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,2,2073097.3,180420bidtab.pdf,False
180420,KOKOSING CONSTRUCTION COMPANY INC,886 MC KINLEY AVE,COLUMBUS,OH,43222,Franklin,3,2264878.25,180420bidtab.pdf,False
180421,SHELLY & SANDS INC,1515 HARMON AVE,COLUMBUS,OH,43223,Franklin,1,1892999.9,180421bidtab.pdf,True
180421,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,2,1999830.22,180421bidtab.pdf,False
180422,KOKOSING CONSTRUCTION COMPANY INC,886 MC KINLEY AVE,COLUMBUS,OH,43222,Franklin,1,3223662.59,180422bidtab.pdf,True
180422,SHELLY & SANDS INC,1515 HARMON AVE,COLUMBUS,OH,43223,Franklin,2,3393844.93,180422bidtab.pdf,False
180422,ERIE BLACKTOP INC,4507 TIFFIN AVE,SANDUSKY,OH,44870,Erie,3,3718484.05,180422bidtab.pdf,False
180424,A & B ASPHALT CORPORATION,1780 ENON RD,SPRINGFIELD,OH,45502,Clark,1,754987.75,180424bidtab.pdf,True
180426,SHELLY & SANDS INC,1515 HARMON AVE,COLUMBUS,OH,43223,Franklin,1,2258868.0,180426bidtab.pdf,True
180426,"NLS PAVING, INC",67925 Bayberry Drive Suite B,St Clairsville,OH,43950,Belmont,2,2391777.0,180426bidtab.pdf,False
180431,BARRETT PAVING MATERIALS INC,3751 COMMERCE DR,MIDDLETOWN,OH,45055,Butler,1,1522500.0,180431bidtab.pdf,True
180432,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,1,2959377.06,180432bidtab.pdf,True
180432,ALLIED ENTERPRISES INC,1243 RAFF RD S W,CANTON,OH,44710,Stark,2,3278382.58,180432bidtab.pdf,False
180432,RONYAK PAVING INC,14376 N CHESHIRE ST,BURTON,OH,44021,Geauga,3,3314834.21,180432bidtab.pdf,False
180432,CHAGRIN VALLEY PAVING INC,17290 MUNN RD,CHAGRIN FALLS,OH,44023,Geauga,4,3474492.12,180432bidtab.pdf,False
180433,SHELLY & SANDS INC,1515 HARMON AVE,COLUMBUS,OH,43223,Franklin,1,1111981.99,180433bidtab.pdf,True
180435,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,1,665774.7,180435bidtab.pdf,True
180436,A & B ASPHALT CORPORATION,1780 ENON RD,SPRINGFIELD,OH,45502,Clark,1,231033.55,180436bidtab.pdf,True
180436,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,2,262802.25,180436bidtab.pdf,False
180437,ANTHONY ALLEGA CEMENT CONTRACTOR INC,5585 CANAL RD,VALLEY VIEW,OH,44125,Cuyahoga,1,1410302.01,180437bidtab.pdf,True
180437,PERK COMPANY INC,8100 GRAND AVE SUITE 300,CLEVELAND,OH,44104-3110,,2,1494295.85,180437bidtab.pdf,False
180437,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,3,1505481.85,180437bidtab.pdf,False
180437,KARVO COMPANIES INC,4524 HUDSON DR,STOW,OH,44224-1702,,4,1606591.88,180437bidtab.pdf,False
180438,MELWAY PAVING CO INC,7571 ST RT 83,HOLMESVILLE,OH,44633,Holmes,1,2595993.01,180438bidtab.pdf,True
180438,SUPERIOR PAVING & MATERIALS INC,5945 WHIPPLE AVE NW,NORTH CANTON,OH,44720,Stark,2,2627205.8,180438bidtab.pdf,False
180438,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,3,2754008.5,180438bidtab.pdf,False
180438,KARVO COMPANIES INC,4524 HUDSON DR,STOW,OH,44224-1702,,4,2782590.0,180438bidtab.pdf,False
180439,NUKO PAVING INC,1 ACY AVE SUITE C,JACKSON,OH,45640,Jackson,1,553762.79,180439bidtab.pdf,True
180439,SHELLY & SANDS INC,1515 HARMON AVE,COLUMBUS,OH,43223,Franklin,2,568024.2,180439bidtab.pdf,False
180442,SHELLY & SANDS INC,1515 HARMON AVE,COLUMBUS,OH,43223,Franklin,1,1330696.24,180442bidtab.pdf,True
180442,SHELLY COMPANY,80 PARK DR BOX 266,THORNVILLE,OH,43076,Perry,2,1369285.59,180442bidtab.pdf,False
180448,SHELLY & SANDS INC,1515 HARMON AVE,COLUMBUS,OH,43223,Franklin,1,2595209.19,180448bidtab.pdf,True
180448,"NLS PAVING, INC",67925 Bayberry Drive Suite B,St Clairsville,OH,43950,Belmont,2,3122350.0,180448bidtab.pdf,False
180452,ERIE BLACKTOP INC,4507 TIFFIN AVE,SANDUSKY,OH,44870,Erie,1,6968891.89,180452bidtab.pdf,True
180452,KARVO COMPANIES INC,4524 HUDSON DR,STOW,OH,44224-1702,,2,7068601.04,180452bidtab.pdf,False
180452,KOKOSING CONSTRUCTION COMPANY INC,6235 WESTERVILLE RD,WESTERVILLE,OH,43081,Franklin,3,7376865.33,180452bidtab.pdf,False
180452,ANTHONY ALLEGA CEMENT CONTRACTOR INC,5585 CANAL RD,VALLEY VIEW,OH,44125,Cuyahoga,4,9153360.79,180452bidtab.pdf,False
180455,SHELLY & SANDS INC,1515 HARMON AVE,COLUMBUS,OH,43223,Franklin,1,3229998.8,180455bidtab.pdf,True
180455,"NLS PAVING, INC",67925 Bayberry Drive Suite B,St Clairsville,OH,43950,Belmont,2,3856375.45,180455bidtab.pdf,False
180461,GERKEN PAVING INC,9072 CO RD 424,NAPOLEON,OH,43545,Henry,1,3133588.94,180461bidtab.pdf,True
180471,ERIE BLACKTOP INC,4507 TIFFIN AVE,SANDUSKY,OH,44870,Erie,1,676840.7,180471bidtab.pdf,True
180471,GERKEN PAVING INC,9072 CO RD 424,NAPOLEON,OH,43545,Henry,2,754083.6,180471bidtab.pdf,False
180475,RONYAK PAVING INC,14376 N CHESHIRE ST,BURTON,OH,44021,Geauga,1,3361688.35,180475bidtab.pdf,True
180475,KARVO COMPANIES INC,4524 HUDSON DR,STOW,OH,44224-1702,,2,3478984.05,180475bidtab.pdf,False
